Unnamed: 0.1,Unnamed: 0,family,genus,species,common_name,wagner_pg_number,description,infraspecific_epithet,stem_hair_type,phyllotaxy_type,leaf_hair_description,leaf_hair_upper_description,leaf_hair_lower_description,breeding_type,inflorescence_type,ray_color,floret_color,spathe_color,perianth_outer_color,perianth_inner_color,perianth_color,labellum_color,corolla_type,staminate_corolla_type,pistillate_corolla_type,corolla_color,fruit_type,ploidy,chromosome_number,average_chromosome_number,origin,status,life_form_type,leaf_type,leaf_margin_type,leaf_shape_type,juvenile_leaf_type,juvenile_leaf_margin_type,juvenile_leaf_shape_type,leaflets_leaf_type,leaflets_leaf_margin_type,leaflets_leaf_shape_type,leaf_hair_type,leaf_hair_upper_type,leaf_hair_lower_type,juvenile_leaf_hair_type,island_type,hawaiian_name,stem_height,leaf_length,leaf_width,juvenile_leaf_length,juvenile_leaf_width,leaflets_leaf_length,leaflets_leaf_width,petioles,staminate_inflorescence_length,staminate_inflorescence_width,pistillate_inflorescence_length,pistillate_inflorescence_width,inflorescence_flower_length,inflorescence_flower_width,flower_length,flower_width,rachis_length,rachis_diameter,head_length,head_diameter,bur_length,tepal_length,staminate_tepal_length,pistillate_tepal_length,ray_length,ray_width,florets_length,involucre_length,involucre_width,staminate_involucre_length,pistilate_involucre_length,bract_length,bract_width,bract_lower_length,bract_outer_length,bracteoles_length,bracteoles_width,pedicel_length,pedicel_width,staminate_pedicel_width,pistillate_pedicel_width,pistillate_pedicel_length,hypanthium_length,hypanthium_width,peduncle_length,peduncle_width,staminate_peduncle_length,staminate_peduncle_width,pistillate_peduncle_length,pistillate_peduncle_width,spathe_length,spathe_width,spadix_length,perianth_length,perianth_width,perianth_outer_length,perianth_outer_width,perianth_inner_length,perianth_inner_width,perianth_tube_length,perianth_lobes_length,perianth_lobes_width,staminate_perianth_tube_length,pistillate_perianth_tube_length,pappus_length,umbellet_length,labellum_length,labellum_width,calyx_length,calyx_width,calyx_teeth_length,calyx_teeth_width,calyx_lobes_length,calyx_lobes_width,upper_calyx_length,lower_calyx_length,inner_calyx_lobes_length,inner_calyx_lobes_width,outer_calyx_lobes_length,outer_calyx_lobes_width,calyx_tube_length,calyx_tube_width,male_calyx_length,male_calyx_width,male_calyx_lobes_length,male_calyx_lobes_width,female_calyx_length,female_calyx_width,female_calyx_lobes_length,female_calyx_lobes_width,male_calyx_lobes_length_inner,male_calyx_lobes_length_outer,male_calyx_lobes_width_outer,male_calyx_tube_length,female_calyx_lobes_length_inner,female_calyx_lobes_length_outer,female_calyx_lobes_width_inner,female_calyx_lobes_width_outer,inner_calyx_length,outer_calyx_length,corolla_length,corolla_width,corolla_tube_length,corolla_tube_width,corolla_lobes_length,corolla_lobes_width,upper_corolla,lower_corolla,upper_corolla_lobes_length,lower_corolla_lobes_length,corolla_lip,staminate_corolla_length,pistillate_corolla_length,staminate_corolla_tube_length,staminate_corolla_tube_width,pistillate_corolla_tube_length,pistillate_corolla_tube_width,female_corolla_lobes_length,female_corolla_lobes_width,male_corrola_lobes_length,male_corrola_lobes_width,fruit_length,fruit_width,fruit_diameter,seeds_perfruit,seed_length,seed_width,seed_diameter,species_id
23,23,Bignoniaceae,Dolichandra,unguis-cati,cat's-claw climber,pg 387-388,['DICOTS'],,['GLABROUS (SMOOTH)'],['NAN'],sparsely lepidote,,,['MONOECIOUS'],['AXILLARY'],,,,,,,,"['TUBULAR', 'CAMPANULATE']",,,Yellow with ca. 9 orange lines in throat,['CAPSULE'],2n,"40, 80",60.0,['PREDOMINANT CULTIVAR'],['NATURALIZED'],[],[],[],[],['COMPOUND'],[],[],['SIMPLE'],[],"['LA', 'OVA']",[],['L'],['L'],[],"['HAWAII', 'MAUI', 'MOLOKAI', 'LANAI', 'OAHU', 'KAUAI']",set(),"{'exmin': nan, 'min': nan, 'max': 15.0, 'exmax': nan, 'unit': 'm'}",,,"{'exmin': nan, 'min': 1.0, 'max': 2.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 0.4, 'max': 0.8, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 5.0, 'max': 16.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 1.2, 'max': 6.9, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': '10', 'max': 18.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 45.0, 'max': 100.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 12.0, 'max': 24.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 33.0, 'max': 69.0, 'exmax': nan, 'unit': 'mm'}",,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 260.0, 'max': 950.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 10.0, 'max': nan, 'exmax': 20.0, 'unit': 'mm'}","{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}","{'exmin': nan, 'min': 1.0, 'max': 1.8, 'unit': 'cm'}","{'min': 4.2, 'max': 5.8, 'unit': 'cm'}",,Bignoniaceae_Dolichandra_unguis-cati
24,24,Boraginaceae,Heliotropium,anomalum,hinahina,pg 394-395,['DICOTS'],argenteum,['GLABROUS (SMOOTH)'],['ALTERNATE'],"densely soft, silky, appressed villous",,,['MONOECIOUS'],['CLUSTERS'],,,,,,,,['FUNNELFORM'],,,White to pale purple,['NUT'],2n,28*,28.0,['ENDEMIC'],['NATURALIZED'],['SHRUB'],['SIMPLE'],[],"['LANCEOLATE', 'LINEAR', 'SPATULATE']",[],[],[],[],[],[],['VILLOUS'],[],[],[],"['HAWAII', 'MAUI', 'MOLOKAI', 'OAHU', 'KAUAI']","{'Nohonohopuuone', 'Hinahina ku kahakai', 'Pohinahina', 'Hinahina'}","{'exmin': nan, 'min': 0.1, 'max': 0.5, 'exmax': 1.0, 'unit': 'm'}","{'exmin': nan, 'min': 1.0, 'max': 3.0, 'exmax': 5.0, 'unit': 'cm'}","{'exmin': 0.1, 'min': 0.2, 'max': 0.5, 'exmax': 0.8, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 8.0, 'max': 13.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': 15.0, 'min': 30.0, 'max': 65.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 2.5, 'max': 3.5, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 6.0, 'max': 11.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 5.0, 'max': 8.0, 'exmax': nan, 'unit': 'mm'}",,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 1.0, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': 1.0, 'exmax': None, 'unit': 'count'}",,,,Boraginaceae_Heliotropium_anomalum
25,25,Brassicaceae,Cardamine,flexuosa,,pg 402-403,['DICOTS'],,['HIRSUTE'],['BASAL'],sparsely hirsute to subglabrate,,,['MONOECIOUS'],['RACEME'],,,,,,,,"['OBOVATE', 'SPATULATE']",,,White,['NAN'],,,,['PREDOMINANT CULTIVAR'],['NATURALIZED'],"['ANNUAL HERB', 'BIENNIAL HERB']",['COMPOUND'],[],[],[],[],[],['SIMPLE'],[],"['LA', 'R', 'OVA']","['GLABROUS', 'HIRSUTE']",[],[],[],"['HAWAII', 'MAUI', 'MOLOKAI', 'LANAI', 'OAHU', 'KAUAI']",set(),"{'exmin': nan, 'min': 0.1, 'max': 0.3, 'exmax': nan, 'unit': 'm'}",,,,,"{'exmin': nan, 'min': 2.0, 'max': 10.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 1.5, 'max': 15.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 100.0, 'max': 200.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': 1.0, 'min': 2.0, 'max': 3.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 2.5, 'max': 3.0, 'exmax': nan, 'unit': 'mm'}",,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,"{'min': 0.09, 'max': 0.11, 'exmax': nan, 'unit': 'cm'}",Brassicaceae_Cardamine_flexuosa
26,26,Brassicaceae,Descurainia,sophia,"flixweed, tansy mustard",pg 403-405,['DICOTS'],,['PUBERULENT'],['ALTERNATE'],"subglabrous to sparsely pubescent, but not glandular pubescent",,,['MONOECIOUS'],['RACEME'],,,,,,,,['NAN'],,,Yellowish green,['SILIQUE'],2n,"14, 20, 28",20.6666667,['PREDOMINANT CULTIVAR'],['NAN'],['ANNUAL HERB'],['COMPOUND'],[],[],[],[],[],['SIMPLE'],['TEETH'],"['L', 'E', 'OBO']","['GLABROUS', 'PUBERULENT']",[],[],[],"['HAWAII', 'MAUI']",set(),"{'exmin': nan, 'min': 0.2, 'max': 0.8, 'exmax': nan, 'unit': 'm'}",,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 7.0, 'max': 15.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 3.0, 'exmax': nan, 'unit': 'mm'}",,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 10.0, 'max': 30.0, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}","{'exmin': nan, 'min': 0.08, 'max': 0.15, 'unit': 'cm'}",,,Brassicaceae_Descurainia_sophia
27,27,Brassicaceae,Lepidium,bonariense,pepperwort,"pg 405-406, 407,409",['DICOTS'],,['HIRSUTE'],['ALTERNATE'],hirsute,,,['MONOECIOUS'],['RACEME'],,,,,,,,['LINEAR'],,,,['SILICLE'],2n,64,64.0,['PREDOMINANT CULTIVAR'],['NATURALIZED'],"['ANNUAL HERB', 'BIENNIAL HERB']",['SIMPLE'],"['TEETH', 'LOBED']",[],[],[],[],[],[],[],['HIRSUTE'],[],[],[],['HAWAII'],set(),"{'exmin': nan, 'min': 0.1, 'max': 0.5, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 3.0, 'max': 7.0, 'exmax': nan, 'unit': 'cm'}",,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 30.0, 'max': 150.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 0.6, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.3, 'max': 0.4, 'exmax': nan, 'unit': 'mm'}",,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 2.5, 'max': 3.5, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}","{'exmin': nan, 'min': nan, 'max': 0.15, 'unit': 'cm'}",,,Brassicaceae_Lepidium_bonariense
28,28,Brassicaceae,Nasturtium,microphyllum,watercress,pg 411,['DICOTS'],,['GLABROUS (SMOOTH)'],['ALTERNATE'],glabrous,,,['MONOECIOUS'],['NAN'],,,,,,,,['NAN'],,,White,['SILIQUE'],2n,64,64.0,['PREDOMINANT CULTIVAR'],['NATURALIZED'],['PERRENIAL HERB'],['COMPOUND'],[],[],[],[],[],['SIMPLE'],"['TEETH', 'NOTEETH']","['E', 'OVA']",['GLABROUS'],[],[],[],"['HAWAII', 'MAUI', 'MOLOKAI', 'OAHU', 'KAUAI']",{'Leko'},"{'exmin': nan, 'min': 0.1, 'max': 0.6, 'exmax': nan, 'unit': 'm'}",,,,"{'exmin': nan, 'min': 0.5, 'max': 2.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 1.5, 'max': 4.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 0.5, 'max': 2.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 11.0, 'max': 20.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 4.0, 'exmax': nan, 'unit': 'mm'}",,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 16.0, 'max': 25.0, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Brassicaceae_Nasturtium_microphyllum
29,29,Brassicaceae,Lobularia,maritima,sweet alyssum,pg 409-411,['DICOTS'],,['PUBERULENT'],['ALTERNATE'],"appressed, branched hairs",,,['MONOECIOUS'],['RACEME'],,,,,,,,['NAN'],,,White or occasionally pale purple,['SILICLE'],2n,64,64.0,['PREDOMINANT CULTIVAR'],['NATURALIZED'],['PERRENIAL HERB'],['SIMPLE'],[],"['LINEAR', 'OBLANCEOLATE']",[],[],[],[],[],[],[],[],[],[],"['HAWAII', 'MAUI', 'MOLOKAI', 'OAHU']",set(),,"{'exmin': nan, 'min': 1.0, 'max': 3.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 0.1, 'max': 0.4, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 3.0, 'exmax': nan, 'unit': 'mm'}",,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 2.5, 'max': 3.5, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}","{'exmin': nan, 'min': 0.1, 'max': 0.15, 'unit': 'cm'}",,,Brassicaceae_Lobularia_maritima
30,30,Brassicaceae,Sisymbrium,officinale,Hedge mustard,pg 412-414,['DICOTS'],,['HISPID'],['ALTERNATE'],hirsute below,,,['MONOECIOUS'],['NAN'],,,,,,,,['NAN'],,,Pale yellow,['SILIQUE'],2n,14,14.0,['PREDOMINANT CULTIVAR'],['NATURALIZED'],['ANNUAL HERB'],['SIMPLE'],['TEETH'],"['HASTATE', 'LANCEOLATE']",[],[],[],[],[],[],[],[],[],[],"['HAWAII', 'MAUI', 'MOLOKAI', 'LANAI', 'OAHU', 'KAUAI']",set(),,"{'exmin': nan, 'min': 7.0, 'max': 15.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 3.0, 'max': 7.0, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 2.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 2.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 3.0, 'exmax': nan, 'unit': 'mm'}",,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 10.0, 'max': 20.0, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}","{'exmin': nan, 'min': nan, 'max': 0.1, 'unit': 'cm'}",,,Brassicaceae_Sisymbrium_officinale
31,31,Cactaceae,Cereus,hildmannianus,hedge cactus,pg 416-417,['DICOTS'],uruguayanus,['SPINES'],['NAN'],,,,['DIOECIOUS'],['FASCICLE'],,,,White,,,,['NAN'],,,,['BERRY'],2n,22,22.0,['PREDOMINANT CULTIVAR'],['NATURALIZED'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['MAUI', 'OAHU', 'KAUAI']",set(),"{'exmin': nan, 'min': nan, 'max': 6.0, 'exmax': nan, 'unit': 'm'}",,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 120.0, 'max': 150.0, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': nan, 'min': 80.0, 'max': 100.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 40.0, 'max': 50.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 9.0, 'max': 12.0, 'exmax': nan, 'unit': 'mm'}",,,"{'min': 45.0, 'max': 75.0, 'unit': 'mm'}","{'min': 10.0, 'max': 20.0, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 50.0, 'max': 75.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 45.0, 'max': nan, 'exmax': 50.0, 'unit': 'mm'}","{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Cactaceae_Cereus_hildmannianus
32,32,Campanulaceae,Brighamia,insignis,`olulu,pg 422-423,['DICOTS'],,['GLABROUS (SMOOTH)'],['ROSETTE'],glabrous,,,['MONOECIOUS'],['RACEME'],,,,,,,,['SALVERFORM'],,,Yellow,['CAPSULE'],2n,28*,28.0,['ENDEMIC'],['ENDEMIC'],['SHRUB'],['SIMPLE'],['TEETH'],['OBOVATE'],[],[],[],[],[],[],['GLABROUS'],[],[],[],"['KAUAI', 'NIIHAU']",{'pu aupaka'},,"{'exmin': nan, 'min': 12.0, 'max': 20.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 6.5, 'max': 11.0, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 10.0, 'max': 30.0, 'exmax': nan, 'unit': 'mm'}",,,,,"{'min': 10.0, 'max': 12.0, 'exmax': 7.0, 'unit': 'mm'}","{'exmin': 4.5, 'unit': 'mm'}","{'exmin': nan, 'min': 40.0, 'max': 120.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.2, 'max': 1.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 70.0, 'max': 140.0, 'exmax': nan, 'unit': 'mm'}","{'min': 3.0, 'max': 4.0, 'unit': 'mm'}","{'exmin': nan, 'min': 13.0, 'max': 22.0, 'exmax': nan, 'unit': 'mm'}","{'min': 7.0, 'max': 11.0, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 13.0, 'max': 19.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 9.0, 'max': nan, 'exmax': 13.0, 'unit': 'mm'}",,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}","{'exmin': nan, 'min': 0.08, 'max': 0.12, 'unit': 'cm'}",,,Campanulaceae_Brighamia_insignis
33,33,Campanulaceae,Clermontia,arborescens,`oha wai nui,pg 423-427,['DICOTS'],waihiae,['GLABROUS (SMOOTH)'],['ALTERNATE'],,,,['MONOECIOUS'],['RACEME'],,,,,,,,['ZYGOMORPHIC'],,,"Externally, greenish white or magenta within",['NAN'],,,,['ENDEMIC'],['NAN'],"['SHRUB', 'TREE']",['SIMPLE'],['TEETH'],['ELLIPTIC'],[],[],[],[],[],[],[],[],[],[],"['MAUI', 'MOLOKAI', 'LANAI']",{'Oha wai nui'},"{'exmin': nan, 'min': 1.5, 'max': 8.0, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 10.0, 'max': 23.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 2.0, 'max': 6.5, 'exmax': nan, 'unit': 'cm'}",,,,,"{'exmin': nan, 'min': 1.5, 'max': 8.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 12.0, 'max': 40.0, 'exmax': nan, 'unit': 'mm'}",,,,,"{'min': 10.0, 'max': 20.0, 'exmax': 20.0, 'unit': 'mm'}","{'exmin': 10.0, 'unit': 'mm'}","{'exmin': nan, 'min': 4.0, 'max': 18.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 3.0, 'max': 9.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 3.0, 'max': 10.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 55.0, 'max': 85.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 8.0, 'max': 18.0, 'exmax': nan, 'unit': 'mm'}",,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': 25.0, 'max': 40.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': nan, 'min': 25.0, 'max': nan, 'exmax': 40.0, 'unit': 'mm'}",,"{'exmin': None, 'min': nan, 'max': nan, 'exmax': None, 'unit': 'count'}",,,,Campanulaceae_Clermontia_arborescens
