,family,genus,species,common_name,wagner_pg_number,description,infraspecific_epithet,stem_hair_type,phyllotaxy_type,breeding_type,inflorescence_type,ray_color,floret_color,spathe_color,perianth_outer_color,perianth_inner_color,perianth_color,labellum_color,corolla_type,staminate_corolla_type,pistillate_corolla_type,corolla_color,fruit_type,ploidy,chromosome_number,average_chromosome_number,origin,status,life_form_type,leaf_type,leaf_margin_type,leaf_shape_type,juvenile_leaf_type,juvenile_leaf_margin_type,juvenile_leaf_shape_type,leaflets_leaf_type,leaflets_leaf_margin_type,leaflets_leaf_shape_type,leaf_hair_type,leaf_hair_upper_type,leaf_hair_lower_type,juvenile_leaf_hair_type,island_type,hawaiian_name,stem_height,leaf_length,leaf_width,juvenile_leaf_length,juvenile_leaf_width,leaflets_leaf_length,leaflets_leaf_width,petioles,staminate_inflorescence_length,staminate_inflorescence_width,pistillate_inflorescence_length,pistillate_inflorescence_width,inflorescence_flower_length,inflorescence_flower_width,flower_length,flower_width,rachis_length,rachis_diameter,head_length,head_diameter,bur_length,tepal_length,staminate_tepal_length,pistillate_tepal_length,ray_length,ray_width,florets_length,involucre_length,involucre_width,staminate_involucre_length,pistilate_involucre_length,bract_length,bract_width,bract_lower_length,bract_outer_length,bracteoles_length,bracteoles_width,pedicel_length,pedicel_width,pistillate_pedicel_length,hypanthium_length,hypanthium_width,peduncle_length,peduncle_width,spathe_length,spathe_width,spadix_length,perianth_length,perianth_width,perianth_outer_length,perianth_outer_width,perianth_inner_length,perianth_inner_width,perianth_tube_length,perianth_lobes_length,perianth_lobes_width,staminate_perianth_tube_length,pistillate_perianth_tube_length,pappus_length,umbellet_length,labellum_length,labellum_width,calyx_length,calyx_width,calyx_teeth_length,calyx_teeth_width,calyx_lobes_length,calyx_lobes_width,upper_calyx_length,lower_calyx_length,inner_calyx_lobes_length,inner_calyx_lobes_width,outer_calyx_lobes_length,outer_calyx_lobes_width,calyx_tube_length,calyx_tube_width,male_calyx_length,male_calyx_width,male_calyx_lobes_length,male_calyx_lobes_width,female_calyx_length,female_calyx_width,female_calyx_lobes_length,female_calyx_lobes_width,male_calyx_lobes_length_inner,male_calyx_lobes_length_outer,male_calyx_lobes_width_outer,male_calyx_tube_length,female_calyx_lobes_length_inner,female_calyx_lobes_length_outer,female_calyx_lobes_width_inner,female_calyx_lobes_width_outer,inner_calyx_length,outer_calyx_length,corolla_length,corolla_width,corolla_tube_length,corolla_tube_width,corolla_lobes_length,corolla_lobes_width,upper_corolla_length,lower_corolla_length,upper_corolla_lobes_length,lower_corolla_lobes_length,corolla_lip_length,staminate_corolla_length,pistillate_corolla_length,staminate_corolla_tube_length,staminate_corolla_tube_width,pistillate_corolla_tube_length,pistillate_corolla_tube_width,female_corolla_lobes_length,female_corolla_lobes_width,male_corolla_lobes_length,male_corolla_lobes_width,fruit_length,fruit_width,fruit_diameter,seeds_perfruit,seed_length,seed_width,seed_diameter,pistillate_peduncle_length,pistillate_peduncle_width,staminate_pedicel_length,staminate_peduncle_length,staminate_peduncle_width,species_key
863,Cucurbitaceae,Sechium,edule,"pipinola, chayote",pp 572-573,Dicots,,GLABROUS,,MONOECIOUS,,,,,,,,,,,,Green,,2n,"24, 26, 28",26,PC,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 8.0, 'max': 24.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 10.0, 'max': 25.0, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 10.0, 'max': 25.0, 'exmax': nan, 'unit': 'cm'}",,,"{'exmin': nan, 'min': 5.0, 'max': 15.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 80.0, 'max': '150', 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': None, 'min': nan, 'max': 15.0, 'exmax': None, 'unit': 'mm'}","{'exmin': None, 'min': 20.0, 'max': nan, 'exmax': None, 'unit': 'mm'}","{'exmin': nan, 'min': 20.0, 'max': 60.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,"{'exmin': nan, 'min': 12.0, 'max': 15.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 8.0, 'max': 15.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 5.0, 'max': nan, 'exmax': 10.0, 'unit': 'mm'}",,"{'exmin': nan, 'min': 5.0, 'max': 10.0, 'exmax': None, 'unit': 'cm'}",,"{'exmin': None, 'min': nan, 'max': 3.0, 'exmax': 5.0, 'unit': 'cm'}",,,,,,cucurbitaceae_sechium_edule
864,Cucurbitaceae,Sicyos,alba,`anunu,pg 573-575,Dicots,,PUBERULENT or GLABROUS,ALTERNATE,MONOECIOUS,,,,,,,,,OVATE,,,White,,,,,ENDEMIC,,,,,,,,,,,,,,,,,{'Anunu'},"{'exmin': nan, 'min': nan, 'max': 20.0, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 7.0, 'max': 11.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 9.0, 'max': 12.0, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 9.0, 'max': 12.0, 'exmax': nan, 'unit': 'cm'}",,,,"{'exmin': nan, 'min': 30.0, 'max': '70', 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': None, 'min': 5.0, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 1.7, 'max': 2.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 2.0, 'max': 2.5, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 2.9, 'max': 3.2, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 1.0, 'max': nan, 'exmax': 1.1, 'unit': 'mm'}",,"{'exmin': nan, 'min': nan, 'max': 1.3, 'exmax': None, 'unit': 'cm'}",,,"{'exmin': nan, 'min': 10.0, 'max': 35.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': None, 'min': 2.0, 'max': 4.0, 'exmax': None, 'unit': 'mm'}","{'exmin': 25.0, 'min': 25.0, 'max': 37.0, 'exmax': nan, 'unit': 'mm'}",,cucurbitaceae_sicyos_alba
865,Cucurbitaceae,Sicyos,anunu,`anunu,pg 573-576,Dicots,,GLABROUS,ALTERNATE,MONOECIOUS,,,,,,,,,LOBBED,,,Greenish white,,,,,ENDEMIC,,,,,,,,,,,,,,,,,{'Anunu'},"{'exmin': nan, 'min': nan, 'max': 8.0, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 7.0, 'max': 16.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 6.0, 'max': 17.0, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 6.0, 'max': 17.0, 'exmax': nan, 'unit': 'cm'}",,,"{'exmin': nan, 'min': 4.0, 'max': 9.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 200.0, 'max': '450', 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': None, 'min': nan, 'max': 7.0, 'exmax': None, 'unit': 'mm'}","{'exmin': None, 'min': 12.0, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 3.0, 'max': 4.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 5.0, 'max': 8.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 1.5, 'max': 2.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 0.5, 'max': nan, 'exmax': 0.7, 'unit': 'mm'}",,,,,"{'exmin': nan, 'min': 40.0, 'max': 120.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': None, 'min': 3.0, 'max': 10.0, 'exmax': None, 'unit': 'mm'}","{'exmin': 120.0, 'min': 120.0, 'max': 300.0, 'exmax': nan, 'unit': 'mm'}",,cucurbitaceae_sicyos_anunu
866,Cucurbitaceae,Sicyos,cucumerinus,`anunu,pg 573-575,Dicots,,GLABROUS,ALTERNATE,MONOECIOUS,,,,,,,,,LOBBED,,,Yellow,,,,,ENDEMIC,,,,,,,,,,,,,,,,,{'Panunukuahiwi'},"{'exmin': nan, 'min': nan, 'max': 15.0, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 6.0, 'max': 18.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 6.0, 'max': 16.0, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 6.0, 'max': 16.0, 'exmax': nan, 'unit': 'cm'}",,,"{'exmin': nan, 'min': 2.0, 'max': 5.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 50.0, 'max': '120', 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 7.0, 'exmax': nan, 'unit': 'mm'}","{'exmin': None, 'min': nan, 'max': 3.0, 'exmax': None, 'unit': 'mm'}","{'exmin': None, 'min': 5.0, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 7.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 1.6, 'max': 3.8, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 0.8, 'max': nan, 'exmax': 1.8, 'unit': 'mm'}",,"{'exmin': nan, 'min': nan, 'max': 0.7, 'exmax': None, 'unit': 'cm'}",,,"{'exmin': nan, 'min': 10.0, 'max': 50.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': None, 'min': 4.0, 'max': 7.0, 'exmax': None, 'unit': 'mm'}","{'exmin': 10.0, 'min': 10.0, 'max': 80.0, 'exmax': nan, 'unit': 'mm'}",,cucurbitaceae_sicyos_cucumerinus
867,Cucurbitaceae,Sicyos,erostratus,`anunu,pg 573-575,Dicots,,,,MONOECIOUS,,,,,,,,,LOBBED,,,,,,,,ENDEMIC,,,,,,,,,,,,,,,,,{'Anunu'},,"{'exmin': nan, 'min': 6.0, 'max': 13.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 0.5, 'max': 0.9, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 1.8, 'max': 2.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 0.25, 'max': 0.5, 'exmax': nan, 'unit': 'mm'}",,,,"{'exmin': nan, 'min': 0.18, 'max': 0.26, 'exmax': None, 'unit': 'cm'}",,,,,"{'exmin': None, 'min': 2.0, 'max': 7.0, 'exmax': None, 'unit': 'mm'}",,,cucurbitaceae_sicyos_erostratus
868,Cucurbitaceae,Sicyos,herbstii,`anunu,pg 573-576,Dicots,,GLABROUS,ALTERNATE,MONOECIOUS,,,,,,,,,LOBBED,,,Greenish yellow,,,,,ENDEMIC,,,,,,,,,,,,,,,,,{'Anunu'},,"{'exmin': nan, 'min': 3.5, 'max': 7.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 5.0, 'max': 10.0, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 5.0, 'max': 10.0, 'exmax': nan, 'unit': 'cm'}",,,"{'exmin': nan, 'min': 2.0, 'max': 4.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 50.0, 'max': '120', 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 1.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 4.0, 'max': 7.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 0.5, 'max': 0.7, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 0.3, 'max': nan, 'exmax': 0.4, 'unit': 'mm'}",,,,,"{'exmin': nan, 'min': 5.0, 'max': 10.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': None, 'min': 3.0, 'max': 6.0, 'exmax': None, 'unit': 'mm'}","{'exmin': 40.0, 'min': 40.0, 'max': 90.0, 'exmax': nan, 'unit': 'mm'}",,cucurbitaceae_sicyos_herbstii
869,Cucurbitaceae,Sicyos,hillebrandii,`anunu,"pg 573-574, 577",Dicots,,GLABROUS,ALTERNATE,MONOECIOUS,,,,,,,,,LOBBED,,,Greenish white,,,,,ENDEMIC,,,,,,,,,,,,,,,,,{'Anunu'},,"{'exmin': nan, 'min': 10.0, 'max': 12.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 10.0, 'max': 13.0, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 10.0, 'max': 13.0, 'exmax': nan, 'unit': 'cm'}",,,"{'exmin': nan, 'min': 3.0, 'max': 7.0, 'exmax': nan, 'unit': 'cm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': None, 'min': nan, 'max': 3.0, 'exmax': None, 'unit': 'mm'}","{'exmin': None, 'min': 6.0, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 3.0, 'max': 6.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 1.0, 'max': 1.2, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 0.5, 'max': nan, 'exmax': 0.7, 'unit': 'mm'}",,,,,"{'exmin': nan, 'min': 12.0, 'max': 26.0, 'exmax': nan, 'unit': 'mm'}",,,"{'exmin': 100.0, 'min': 100.0, 'max': 180.0, 'exmax': nan, 'unit': 'mm'}",,cucurbitaceae_sicyos_hillebrandii
870,Cucurbitaceae,Sicyos,hispidus,`anunu,"pg 573-574, 576-577",Dicots,,HIRSUTE,ALTERNATE,MONOECIOUS,,,,,,,,,LOBBED,,,Greenish yellow,,,,,ENDEMIC,,,,,,,,,,,,,,,,,{'Anunu'},"{'exmin': nan, 'min': nan, 'max': 6.0, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 7.0, 'max': 16.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 7.0, 'max': 18.0, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 7.0, 'max': 18.0, 'exmax': nan, 'unit': 'cm'}",,,"{'exmin': nan, 'min': 4.0, 'max': 7.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 20.0, 'max': '100', 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 1.0, 'max': 2.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': None, 'min': 3.0, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 5.0, 'max': 7.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 0.6, 'max': 0.8, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 0.4, 'max': nan, 'exmax': 0.5, 'unit': 'mm'}",,,,,"{'exmin': nan, 'min': 5.0, 'max': 18.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': None, 'min': 3.0, 'max': 7.0, 'exmax': None, 'unit': 'mm'}","{'exmin': 15.0, 'min': 15.0, 'max': 70.0, 'exmax': nan, 'unit': 'mm'}",,cucurbitaceae_sicyos_hispidus
871,Cucurbitaceae,Sicyos,lanceoloidea,`anunu,,Dicots,,,,,,,,,,,,,,,,,,,,,ENDEMIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cucurbitaceae_sicyos_lanceoloidea
872,Cucurbitaceae,Sicyos,lasiocephalus,`anunu,"pg 573-574, 577-578",Dicots,,GLABROUS,ALTERNATE,MONOECIOUS,,,,,,,,,LOBBED,,,Greenish yellow,,,,,ENDEMIC,,,,,,,,,,,,,,,,,{'Anunu'},,"{'exmin': nan, 'min': 3.5, 'max': 9.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 4.0, 'max': 10.0, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 4.0, 'max': 10.0, 'exmax': nan, 'unit': 'cm'}",,,"{'exmin': nan, 'min': 1.0, 'max': 3.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 30.0, 'max': '50', 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 1.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 2.0, 'max': 3.0, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 2.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 0.5, 'max': 0.7, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 0.18, 'max': nan, 'exmax': 0.2, 'unit': 'mm'}",,,,,"{'exmin': nan, 'min': 5.0, 'max': 8.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': None, 'min': 1.0, 'max': 2.0, 'exmax': None, 'unit': 'mm'}","{'exmin': 10.0, 'min': 10.0, 'max': 15.0, 'exmax': nan, 'unit': 'mm'}",,cucurbitaceae_sicyos_lasiocephalus
873,Cucurbitaceae,Sicyos,macrophyllus,`anunu,"pg 573-574, 578",Dicots,,PUBERULENT and GLABROUS,ALTERNATE,MONOECIOUS,,,,,,,,,LOBBED,,,Greenish yellow,,,,,ENDEMIC,,,,,,,,,,,,,,,,,{'Anunu'},"{'exmin': nan, 'min': nan, 'max': 15.0, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 7.0, 'max': 25.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 6.0, 'max': 26.0, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 6.0, 'max': 26.0, 'exmax': nan, 'unit': 'cm'}",,,"{'exmin': nan, 'min': 2.5, 'max': 7.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 80.0, 'max': '250', 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': None, 'min': nan, 'max': 7.0, 'exmax': None, 'unit': 'mm'}","{'exmin': None, 'min': 12.0, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 4.0, 'max': 5.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 1.3, 'max': 1.8, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 0.4, 'max': nan, 'exmax': 0.6, 'unit': 'mm'}",,,,,"{'exmin': nan, 'min': 20.0, 'max': 80.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': None, 'min': 3.0, 'max': 10.0, 'exmax': None, 'unit': 'mm'}","{'exmin': 60.0, 'min': 60.0, 'max': 200.0, 'exmax': nan, 'unit': 'mm'}",,cucurbitaceae_sicyos_macrophyllus
874,Cucurbitaceae,Sicyos,maximowiczii,puaokama,"pg 573-574, 578-579",Dicots,,HIRSUTE to GLABROUS,ALTERNATE,MONOECIOUS,,,,,,,,,LOBBED,,,Pale yellow or white,,,,,ENDEMIC,,,,,,,,,,,,,,,,,{'Puaokama'},"{'exmin': nan, 'min': nan, 'max': 10.0, 'exmax': nan, 'unit': 'm'}","{'exmin': nan, 'min': 6.0, 'max': 12.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 6.0, 'max': 15.0, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 6.0, 'max': 15.0, 'exmax': nan, 'unit': 'cm'}",,,"{'exmin': nan, 'min': 4.0, 'max': 15.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 50.0, 'max': '230', 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': None, 'min': nan, 'max': 3.0, 'exmax': None, 'unit': 'mm'}","{'exmin': None, 'min': 4.0, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 7.0, 'max': 9.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 0.6, 'max': 1.2, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 0.6, 'max': nan, 'exmax': 0.9, 'unit': 'mm'}",,,,,"{'exmin': 8.0, 'min': 12.0, 'max': 40.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': None, 'min': 2.0, 'max': 7.0, 'exmax': None, 'unit': 'mm'}","{'exmin': 20.0, 'min': 20.0, 'max': 140.0, 'exmax': nan, 'unit': 'mm'}",,cucurbitaceae_sicyos_maximowiczii
875,Cucurbitaceae,Sicyos,pachycarpus,kupala,"pg 573-574, 579-580",Dicots,,GLABROUS,ALTERNATE,MONOECIOUS,,,,,,,,,LOBBED,,,Greenish yellow,,2n,24*,24,ENDEMIC,,,,,,,,,,,,,,,,,{'Kupala'},,"{'exmin': nan, 'min': 7.0, 'max': 26.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 7.0, 'max': 28.0, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 7.0, 'max': 28.0, 'exmax': nan, 'unit': 'cm'}",,,"{'exmin': nan, 'min': 1.5, 'max': 3.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 30.0, 'max': '120', 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': None, 'min': 3.0, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 3.0, 'max': 5.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 0.3, 'max': 0.8, 'exmax': nan, 'unit': 'mm'}",,,,,,,"{'exmin': 4.0, 'min': 20.0, 'max': 40.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': None, 'min': 2.0, 'max': 3.0, 'exmax': None, 'unit': 'mm'}","{'exmin': 20.0, 'min': 20.0, 'max': 90.0, 'exmax': nan, 'unit': 'mm'}",,cucurbitaceae_sicyos_pachycarpus
876,Cucurbitaceae,Sicyos,semitonsus,`anunu,"pg 573-574, 579, 581",Dicots,,VILLOUS,ALTERNATE,MONOECIOUS,,,,,,,,,LOBBED,,,,,,,,ENDEMIC,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': 7.0, 'max': 12.0, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 7.0, 'max': 12.0, 'exmax': nan, 'unit': 'cm'}",,"{'exmin': nan, 'min': 7.0, 'max': 12.0, 'exmax': nan, 'unit': 'cm'}",,,"{'exmin': nan, 'min': 3.0, 'max': 14.5, 'exmax': nan, 'unit': 'cm'}","{'exmin': nan, 'min': 150.0, 'max': '200', 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': None, 'min': 4.0, 'max': nan, 'exmax': None, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': nan, 'exmax': nan, 'unit': 'mm'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'exmin': nan, 'min': nan, 'max': 5.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 0.9, 'max': 1.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': nan, 'min': 0.5, 'max': nan, 'exmax': 0.6, 'unit': 'mm'}",,,,,"{'exmin': nan, 'min': 13.0, 'max': 40.0, 'exmax': nan, 'unit': 'mm'}",,"{'exmin': None, 'min': 3.0, 'max': 5.0, 'exmax': None, 'unit': 'mm'}","{'exmin': 80.0, 'min': 80.0, 'max': 100.0, 'exmax': nan, 'unit': 'mm'}",,cucurbitaceae_sicyos_semitonsus
